,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
136064,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T13,TUT,3,,,1,R,11:30 AM,12:30 PM,UBC,ORCH,3058,"LAMONTAGNE, NEAL",0,20,0,0
136065,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T14,TUT,3,,,1,R,12:30 PM,1:30 PM,UBC,ORCH,3058,"LAMONTAGNE, NEAL",0,20,0,0
136066,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T15,TUT,3,,,1,R,2:00 PM,3:00 PM,UBC,ORCH,3002,"LAMONTAGNE, NEAL",0,20,0,0
136067,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T19,TUT,3,,,1,F,11:00 AM,12:00 PM,UBC,PCOH,1011,"LAMONTAGNE, NEAL",0,20,-1,1
136068,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T20,TUT,3,,,1,F,12:00 PM,1:00 PM,UBC,PCOH,1011,"LAMONTAGNE, NEAL",0,20,0,0
136069,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,WL1,W-L,3,,,1,W,,,UBC,,,"LAMONTAGNE, NEAL",20,0,20,0
136082,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,1,LEC,3,,,1,R,3:30 PM,5:00 PM,UBC,ESB,1012,"VAN DUZER, LESLIE",6,94,5,1
136083,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,L01,LAB,3,,,1,T,1:00 PM,3:30 PM,UBC,LASR,5C,"VAN DUZER, LESLIE",4,16,4,0
136084,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,L03,LAB,3,,,1,T,2:00 PM,4:30 PM,UBC,PCOH,1011,"VAN DUZER, LESLIE",-1,21,-1,0
136085,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,L04,LAB,3,,,1,W,2:00 PM,4:30 PM,UBC,LASR,211,"VAN DUZER, LESLIE",1,19,1,0
136086,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,L05,LAB,3,,,1,W,12:00 PM,2:30 PM,UBC,BUCH,B316,"VAN DUZER, LESLIE",2,18,2,0
136087,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,L06,LAB,3,,,1,T,4:00 PM,6:30 PM,UBC,LASR,5C,"VAN DUZER, LESLIE",0,20,0,0
136088,2018W,THINKING BY DSGN,"Introduction to design thinking through the analysis of architecture, landscape architecture, urban design, and hands-on design projects. Credit will be granted for only one of ENDS 231 or DES 200.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,231,WL1,W-L,3,,,1,R,3:30 PM,5:00 PM,UBC,,,"VAN DUZER, LESLIE",20,0,20,0
136089,2018W,ENVR DES STDIO I,"Introduction to the study of relationships of human beings' environments; methods of analysis and composition; physical properties of land, natural and man-made; simple spatial and functional programs deployed in the creation of outdoor spaces.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,301,1,STD,9,,,1,R,2:00 PM,6:00 PM,UBC,,,"MILLER, MARY; VERNON, ARIEL",0,30,0,0
136090,2018W,ENVR DES STDIO I,"Introduction to the study of relationships of human beings' environments; methods of analysis and composition; physical properties of land, natural and man-made; simple spatial and functional programs deployed in the creation of outdoor spaces.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,301,1,STD,9,,,1,TF,1:30 PM,5:30 PM,UBC,,,"MILLER, MARY; VERNON, ARIEL",0,30,0,0
136093,2018W,"DSG, MED&REP","Theories, histories and techniques of design representation; geometry, design and expression are principle areas of focus. Credit will be granted for only one of ENDS 320, DES 211 or ARCH 515.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,320,1,L-L,3,,,1,TR,11:00 AM,12:30 PM,UBC,MCML,256,"HANKS, TRAVIS",0,30,0,0
136094,2018W,ENV DESN STD III,"The exploration of a complex physical and spatial program for building in the public realm, resulting in an integrative design project.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,401,1,STD,9,ENDS 302.,,1,TF,1:30 PM,5:30 PM,UBC,,,"PECHET, BILL",0,30,-1,1
136095,2018W,ENV DESN STD III,"The exploration of a complex physical and spatial program for building in the public realm, resulting in an integrative design project.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,401,1,STD,9,ENDS 302.,,1,W,4:00 PM,8:00 PM,UBC,,,"PECHET, BILL",0,30,-1,1
136101,2018W,SPECIAL TOPICS, ,SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,482B,1,DST,2,,,1,,,,UBC,,,,0,0,0,0
136102,2018W,SPECIAL TOPICS, ,SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,482C,1,DST,3,,,1,,,,UBC,,,,-1,1,-1,0
136115,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,1,LEC,3,,,1,MWF,9:00 AM,10:00 AM,UBC,BUCH,B308,"JEROME, GILLIAN",-28,29,0,-28
136116,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,2,LEC,3,,,1,MWF,10:00 AM,11:00 AM,UBC,BUCH,D221,"SIRLUCK, KATHERINE",-27,28,0,-27
136117,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,3,LEC,3,,,1,MWF,11:00 AM,12:00 PM,UBC,BUCH,D204,"ROBERTS, DUFF",-29,30,0,-29
136118,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,4,LEC,3,,,1,MWF,12:00 PM,1:00 PM,UBC,IBLC,461,"GREEN, WILLIAM",-27,28,0,-27
136119,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,5,LEC,3,,,1,F,1:00 PM,2:00 PM,UBC,GEOG,214,"PALTIN, JUDITH",-28,29,0,-28
136120,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,5,LEC,3,,,1,MW,1:00 PM,2:00 PM,UBC,BUCH,D323,"PALTIN, JUDITH",-28,29,0,-28
136121,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,6,LEC,3,,,1,MWF,2:00 PM,3:00 PM,UBC,BUCH,B302,"FOX, LORCAN FRANCIS",-27,28,-1,-26
136122,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,7,LEC,3,,,1,TR,9:30 AM,11:00 AM,UBC,SWNG,409,"RYMHS, DEENA",-24,25,0,-24
136123,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,8,LEC,3,,,1,TR,11:00 AM,12:30 PM,UBC,BUCH,D313,"BRIGGS, MARLENE",-30,31,0,-30
136124,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,9,LEC,3,,,1,TR,2:00 PM,3:30 PM,UBC,BUCH,D229,"JEROME, GILLIAN",-26,27,0,-26
136133,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,01W,W-L,3,,,1,MWF,9:00 AM,10:00 AM,UBC,,,,0,0,0,0
136134,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,02W,W-L,3,,,1,MWF,10:00 AM,11:00 AM,UBC,,,,0,0,0,0
136135,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,03W,W-L,3,,,1,MWF,11:00 AM,12:00 PM,UBC,,,,0,0,0,0
136136,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,04W,W-L,3,,,1,MWF,12:00 PM,1:00 PM,UBC,,,,0,0,0,0
136137,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,05W,W-L,3,,,1,MWF,1:00 PM,2:00 PM,UBC,,,,0,0,0,0
136138,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,06W,W-L,3,,,1,MWF,2:00 PM,3:00 PM,UBC,,,,0,0,0,0
136139,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,07W,W-L,3,,,1,TR,9:30 AM,11:00 AM,UBC,,,,0,0,0,0
136140,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,08W,W-L,3,,,1,TR,11:00 AM,12:30 PM,UBC,,,,0,0,0,0
136141,2018W,"READ, WRITE LIT",A writing-intensive introduction to the disciplines of literary studies through the exploration of texts in their critical and theoretical contexts. Fulfils the first-year component of the Faculty of Arts Writing and Research Requirement. Open only to students in the Faculty of Arts. Recommended for students intending to become English majors. Essays are required.,FACULTY OF ARTS                                   ,ENGL,100,09W,W-L,3,,,1,TR,2:00 PM,3:00 PM,UBC,,,,0,0,0,0
